user_id,payment_reuse_count,ip_reuse_count,ip_subnet_reuse_count,device_reuse_count,device_signups_last_hour,payment_signups_last_24h,device_signups_last_24h,subnet_signups_last_24h,name_similarity_score,is_disposable_email_domain,is_free_email_domain,email_local_has_digits,email_local_has_plus_tag,payment_ip_country_mismatch,payment_ip_country_mismatch.1,graph_component_size,attrs_reused_count,signup_hour,signup_hour.1,is_odd_hour,area_freq,device_os_freq,is_repeat_user,risk_score,verdict
u_2007,0,0,0,0,0,0,0,0,0.857,0,1,0,0,0,0,1,1,3,3,1,0.0730943640682358,0.1993090045346577,0,5.258291029210587,NEW / GENUINE
u_3815,0,0,0,0,0,0,0,0,0.737,0,1,0,0,0,0,1,0,3,3,1,0.0730943640682358,0.2020082055711509,0,1.2000634417129263,NEW / GENUINE
u_4289,0,0,0,0,0,0,0,0,0.75,0,1,1,0,0,0,1,0,4,4,1,0.0730943640682358,0.2020082055711509,0,2.82162436254392,NEW / GENUINE
u_362,0,0,0,0,0,0,0,0,0.824,0,0,0,0,0,0,1,0,5,5,1,0.0730943640682358,0.1976894839127618,0,1.9692942109436957,NEW / GENUINE
u_81,0,0,0,0,0,0,0,0,0.769,0,0,0,0,0,0,1,0,5,5,1,0.0643489527099978,0.2020082055711509,0,1.507755749405234,NEW / GENUINE
u_787,0,0,0,0,0,0,0,0,0.857,0,1,1,0,0,0,1,1,6,6,0,0.0750377888145109,0.1993090045346577,0,5.624452319268385,SUSPICIOUS
u_3626,0,0,0,0,0,0,0,0,0.7,0,1,0,0,1,1,1,0,7,7,0,0.0739581083999136,0.201576333405312,0,2.5139320548516126,NEW / GENUINE
u_4272,0,0,0,0,0,0,0,0,0.857,0,0,1,0,0,0,1,1,7,7,0,0.071798747570719,0.2020082055711509,0,3.2831628240823822,NEW / GENUINE
u_413,0,0,0,0,0,0,0,0,0.824,0,1,0,0,0,0,1,0,8,8,0,0.0712589073634204,0.2020082055711509,0,1.2000634417129263,NEW / GENUINE
u_7181,0,0,0,0,0,0,0,0,0.769,1,0,0,0,0,0,1,0,8,8,0,0.0712589073634204,0.201576333405312,1,96.09064405652909,REPEAT / LIKELY ABUSE
u_3188,0,0,0,0,0,0,0,0,0.769,0,1,1,0,0,0,1,0,9,9,0,0.0750377888145109,0.1993090045346577,0,4.325804964550609,NEW / GENUINE
u_2861,0,0,0,0,0,0,0,0,0.842,0,1,0,0,0,0,1,0,9,9,0,0.0723385877780177,0.2020082055711509,0,1.2000634417129263,NEW / GENUINE
u_3485,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,9,9,0,0.0709350032390412,0.1976894839127618,0,5.436862457782015,NEW / GENUINE
u_1092,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,9,9,0,0.0750377888145109,0.1993090045346577,0,3.2831628240823822,NEW / GENUINE
u_7182,1,0,1,1,0,1,1,1,0.963,1,0,0,0,0,0,3,4,9,9,0,0.0712589073634204,0.201576333405312,1,100.0,REPEAT / LIKELY ABUSE
u_7184,2,0,2,2,0,2,2,2,1.0,1,0,1,1,0,0,3,4,10,10,0,0.0712589073634204,0.201576333405312,1,100.0,REPEAT / LIKELY ABUSE
u_3247,0,0,0,0,0,0,0,0,0.778,0,0,0,0,0,0,1,0,10,10,0,0.0750377888145109,0.1976894839127618,0,3.7639320548516126,NEW / GENUINE
u_4328,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,11,11,0,0.0723385877780177,0.201576333405312,0,1.2000634417129263,NEW / GENUINE
u_7183,3,0,3,3,0,3,3,3,1.0,0,1,0,0,0,0,3,4,11,11,0,0.0712589073634204,0.1994169725761174,1,100.0,REPEAT / LIKELY ABUSE
u_3568,0,0,0,0,0,0,0,0,0.857,0,1,1,0,0,0,1,1,11,11,0,0.0739581083999136,0.201576333405312,0,4.777521798441356,NEW / GENUINE
u_3259,0,0,0,0,0,0,0,0,0.957,0,1,0,0,0,0,1,1,11,11,0,0.0739581083999136,0.1993090045346577,0,3.942503483423041,NEW / GENUINE
u_4063,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,1,12,12,0,0.0712589073634204,0.2020082055711509,0,1.2492307692307694,NEW / GENUINE
u_4919,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,1,12,12,0,0.0755776290218095,0.201576333405312,0,0.3076923076923077,NEW / GENUINE
u_1955,0,0,0,0,0,0,0,0,0.818,0,1,0,0,0,0,1,0,15,15,0,0.0684517382854675,0.1976894839127618,0,5.436862457782015,NEW / GENUINE
u_3244,0,0,0,0,0,0,0,0,0.759,0,1,0,0,0,0,1,0,15,15,0,0.0750377888145109,0.1993090045346577,0,3.2831628240823822,NEW / GENUINE
u_9135,0,0,0,0,0,0,0,0,0.7,0,1,1,0,0,0,1,0,18,18,0,0.0681278341610883,0.2020082055711509,1,4.315983336902894,NEW / GENUINE
u_9136,0,1,1,1,1,0,1,1,1.0,0,1,1,1,0,0,3,3,18,18,0,0.0681278341610883,0.1993090045346577,1,100.0,REPEAT / LIKELY ABUSE
u_4257,0,0,0,0,0,0,0,0,0.857,0,0,0,0,1,1,1,1,19,19,0,0.0709350032390412,0.1976894839127618,0,4.315983336902894,NEW / GENUINE
u_1921,0,0,0,0,0,0,0,0,0.696,0,1,0,0,0,0,1,0,20,20,0,0.0674800259123299,0.2020082055711509,0,2.866730108379593,NEW / GENUINE
u_5344,0,0,0,0,0,0,0,0,0.947,0,1,1,0,0,0,1,1,20,20,0,0.0730943640682358,0.1994169725761174,0,5.436862457782015,NEW / GENUINE
u_2923,0,0,0,0,0,0,0,0,0.769,0,1,1,0,0,0,1,0,20,20,0,0.0755776290218095,0.201576333405312,0,2.82162436254392,NEW / GENUINE
u_530,0,0,0,0,0,0,0,0,0.769,0,1,0,0,1,1,1,0,21,21,0,0.0709350032390412,0.2020082055711509,0,1.2000634417129263,NEW / GENUINE
u_4223,0,0,0,0,0,0,0,0,0.75,0,1,1,0,0,0,1,0,21,21,0,0.0723385877780177,0.1993090045346577,0,4.777521798441356,NEW / GENUINE
u_5622,0,0,0,0,0,0,0,0,0.741,0,1,1,0,0,0,1,0,21,21,0,0.0750377888145109,0.1993090045346577,0,4.777521798441356,NEW / GENUINE
u_6349,0,0,0,0,0,0,0,0,0.7,0,1,1,0,0,0,1,0,22,22,0,0.071798747570719,0.1994169725761174,0,4.777521798441356,NEW / GENUINE
u_4622,0,0,0,0,0,0,0,0,0.762,0,0,1,0,0,0,1,0,23,23,0,0.0730943640682358,0.201576333405312,0,2.0696286591042306,NEW / GENUINE
u_6076,0,0,0,0,0,0,0,0,0.842,0,1,0,0,0,0,1,0,23,23,0,0.0723385877780177,0.1993090045346577,0,3.845035733781378,NEW / GENUINE
u_3416,0,0,0,0,0,0,0,0,0.778,0,1,1,0,0,0,1,0,23,23,0,0.0709350032390412,0.201576333405312,0,4.315983336902894,NEW / GENUINE
u_3647,0,0,0,0,0,0,0,0,0.87,0,1,1,0,0,0,1,1,0,0,1,0.0723385877780177,0.1993090045346577,0,5.436862457782015,NEW / GENUINE
u_5815,0,0,0,0,0,0,0,0,0.952,0,0,0,0,0,0,1,1,0,0,1,0.0674800259123299,0.1976894839127618,0,5.436862457782015,NEW / GENUINE
u_7639,0,0,0,0,0,0,0,0,0.9,0,1,1,1,1,1,1,1,4,4,1,0.0723385877780177,0.201576333405312,1,100.0,REPEAT / LIKELY ABUSE
u_1942,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,0,1,0,4,4,1,0.0736342042755344,0.201576333405312,0,1.4709503962738641,NEW / GENUINE
u_7640,1,0,1,1,1,1,1,1,0.947,1,0,1,1,0,0,3,4,4,4,1,0.0739581083999136,0.201576333405312,1,100.0,REPEAT / LIKELY ABUSE
u_2935,0,0,0,0,0,0,0,0,0.706,0,1,0,0,0,0,1,0,6,6,0,0.0674800259123299,0.201576333405312,0,1.9692942109436957,NEW / GENUINE
u_2182,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,6,6,0,0.0643489527099978,0.1976894839127618,0,6.008291029210587,SUSPICIOUS
u_9192,0,0,0,0,0,0,0,0,0.72,1,0,1,1,0,0,1,0,6,6,0,0.0684517382854675,0.201576333405312,1,100.0,REPEAT / LIKELY ABUSE
u_2024,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,1,1,7,7,0,0.0643489527099978,0.2020082055711509,0,3.7639320548516126,NEW / GENUINE
u_370,0,0,0,0,0,0,0,0,0.706,0,0,0,0,0,0,1,0,7,7,0,0.0712589073634204,0.201576333405312,0,0.7200634417129261,NEW / GENUINE
u_9193,0,0,1,1,0,0,1,1,0.96,0,0,1,1,0,0,3,3,8,8,0,0.0712589073634204,0.201576333405312,1,100.0,REPEAT / LIKELY ABUSE
u_2963,0,0,0,0,0,0,0,0,0.778,0,1,0,0,0,0,1,0,8,8,0,0.0643489527099978,0.2020082055711509,0,1.9692942109436957,NEW / GENUINE
u_6105,0,0,0,0,0,0,0,0,0.857,0,1,0,0,0,0,1,1,9,9,0,0.0736342042755344,0.1994169725761174,0,5.436862457782015,NEW / GENUINE
u_2234,0,0,0,0,0,0,0,0,0.842,0,0,1,0,0,0,1,0,9,9,0,0.0681278341610883,0.201576333405312,0,3.2831628240823822,NEW / GENUINE
u_5162,0,0,0,0,0,0,0,0,0.759,0,1,0,0,1,1,1,0,9,9,0,0.0723385877780177,0.1976894839127618,0,3.383497272242917,NEW / GENUINE
u_6347,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,0,1,0,10,10,0,0.071798747570719,0.201576333405312,0,1.4637131928019267,NEW / GENUINE
u_998,0,0,0,0,0,0,0,0,1.0,0,1,1,0,0,0,1,1,10,10,0,0.0723385877780177,0.1976894839127618,0,6.2774820271591985,SUSPICIOUS
u_1671,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,1,0,10,10,0,0.0750377888145109,0.1993090045346577,0,2.975470516390074,NEW / GENUINE
u_1070,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,1,1,10,10,0,0.0755776290218095,0.1993090045346577,0,3.942503483423041,NEW / GENUINE
u_2507,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,14,14,0,0.0730943640682358,0.2020082055711509,0,1.2000634417129263,NEW / GENUINE
u_222,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,0,1,0,14,14,0,0.0723385877780177,0.1994169725761174,0,3.845035733781378,NEW / GENUINE
u_4140,0,0,0,0,0,0,0,0,0.762,0,1,0,0,0,0,1,0,14,14,0,0.0674800259123299,0.1993090045346577,0,5.258291029210587,NEW / GENUINE
u_3146,0,0,0,0,0,0,0,0,0.947,0,1,0,0,0,0,1,1,15,15,0,0.0674800259123299,0.1994169725761174,0,5.436862457782015,NEW / GENUINE
u_608,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,15,15,0,0.0723385877780177,0.1976894839127618,0,5.436862457782015,NEW / GENUINE
u_5597,0,0,0,0,0,0,0,0,0.952,0,1,1,0,0,0,1,1,15,15,0,0.0739581083999136,0.201576333405312,0,4.297447432969778,NEW / GENUINE
u_6270,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,1,1,16,16,0,0.0709350032390412,0.2020082055711509,0,3.2831628240823822,NEW / GENUINE
u_2075,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,1,1,20,20,0,0.0755776290218095,0.1976894839127618,0,5.436862457782015,NEW / GENUINE
u_4126,0,0,0,0,0,0,0,0,0.783,0,1,1,0,0,0,1,0,20,20,0,0.0681278341610883,0.1993090045346577,0,5.258291029210587,NEW / GENUINE
u_2539,0,0,0,0,0,0,0,0,0.778,0,1,0,0,0,0,1,0,21,21,0,0.0674800259123299,0.1976894839127618,0,5.436862457782015,NEW / GENUINE
u_1753,0,0,0,0,0,0,0,0,0.833,0,1,0,0,0,0,1,0,21,21,0,0.071798747570719,0.2020082055711509,0,1.2000634417129263,NEW / GENUINE
u_2283,0,0,0,0,0,0,0,0,0.778,0,1,0,0,1,1,1,0,21,21,0,0.0750377888145109,0.1994169725761174,0,3.383497272242917,NEW / GENUINE
u_3229,0,0,0,0,0,0,0,0,0.762,0,1,1,0,0,0,1,0,21,21,0,0.0712589073634204,0.1976894839127618,0,5.436862457782015,NEW / GENUINE
u_1700,0,0,0,0,0,0,0,0,0.8,0,1,1,0,0,0,1,0,22,22,0,0.0723385877780177,0.1976894839127618,0,5.436862457782015,NEW / GENUINE
u_8291,0,0,0,0,0,0,0,0,0.762,1,0,1,0,0,0,1,0,22,22,0,0.0643489527099978,0.1994169725761174,1,100.0,REPEAT / LIKELY ABUSE
u_8292,0,0,1,1,0,0,1,1,0.762,1,0,1,0,0,0,3,2,0,0,1,0.0674800259123299,0.1994169725761174,1,100.0,REPEAT / LIKELY ABUSE
u_1141,0,0,0,0,0,0,0,0,0.824,0,0,0,0,0,0,1,0,0,0,1,0.0739581083999136,0.1994169725761174,0,1.2723998466413553,NEW / GENUINE
u_4723,0,0,0,0,0,0,0,0,0.818,0,0,1,0,0,0,1,0,1,1,1,0.0730943640682358,0.1993090045346577,0,3.2831628240823822,NEW / GENUINE
u_8250,0,0,0,0,0,0,0,0,0.818,0,1,1,0,0,0,1,0,1,1,1,0.0681278341610883,0.2020082055711509,1,2.82162436254392,NEW / GENUINE
u_8251,1,0,1,1,1,1,1,1,1.0,0,1,1,0,0,0,3,4,1,1,1,0.0681278341610883,0.2020082055711509,1,100.0,REPEAT / LIKELY ABUSE
u_8255,2,0,2,0,0,2,0,2,1.0,0,1,1,0,0,0,3,3,2,2,1,0.0681278341610883,0.2020082055711509,1,100.0,REPEAT / LIKELY ABUSE
u_8253,3,0,3,2,0,3,2,3,1.0,0,1,1,1,0,0,4,4,2,2,1,0.0681278341610883,0.2020082055711509,1,100.0,REPEAT / LIKELY ABUSE
u_3723,0,0,0,0,0,0,0,0,0.842,0,1,0,0,0,0,1,0,3,3,1,0.0712589073634204,0.1976894839127618,0,4.461189579935224,NEW / GENUINE
u_2170,0,0,0,0,0,0,0,0,0.815,0,1,0,0,0,0,1,0,3,3,1,0.0730943640682358,0.1993090045346577,0,3.2831628240823822,NEW / GENUINE
u_4079,0,0,0,0,0,0,0,0,0.762,0,1,0,0,0,0,1,0,3,3,1,0.0723385877780177,0.1993090045346577,0,3.2831628240823822,NEW / GENUINE
u_839,0,0,0,0,0,0,0,0,0.75,0,1,1,0,0,0,1,0,3,3,1,0.0739581083999136,0.1976894839127618,0,5.258291029210587,NEW / GENUINE
u_8252,4,0,4,3,0,4,3,4,1.0,0,1,0,0,0,0,4,4,3,3,1,0.0681278341610883,0.2020082055711509,1,100.0,REPEAT / LIKELY ABUSE
u_8254,5,0,5,4,1,5,4,5,1.0,0,1,1,0,0,0,4,4,3,3,1,0.0681278341610883,0.2020082055711509,1,100.0,REPEAT / LIKELY ABUSE
u_4361,0,0,0,0,0,0,0,0,0.706,0,1,1,0,0,0,1,0,4,4,1,0.0712589073634204,0.1994169725761174,0,4.777521798441356,NEW / GENUINE
u_6612,0,0,0,0,0,0,0,0,0.8,0,0,1,1,0,0,1,0,6,6,0,0.0736342042755344,0.201576333405312,1,98.99684276684401,REPEAT / LIKELY ABUSE
u_6613,1,0,1,0,0,1,0,1,0.889,0,1,1,1,0,0,3,3,6,6,0,0.0736342042755344,0.201576333405312,1,100.0,REPEAT / LIKELY ABUSE
u_3759,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,1,1,6,6,0,0.0755776290218095,0.1993090045346577,0,3.7639320548516126,NEW / GENUINE
u_1343,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,6,6,0,0.071798747570719,0.2020082055711509,0,0.4407731746321369,NEW / GENUINE
u_104,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,6,6,0,0.071798747570719,0.1993090045346577,0,3.7639320548516126,NEW / GENUINE
u_4373,0,0,0,0,0,0,0,0,0.783,0,1,1,0,0,0,1,0,6,6,0,0.0681278341610883,0.201576333405312,0,3.2831628240823822,NEW / GENUINE
u_6616,2,1,2,0,0,2,0,2,0.957,0,1,0,0,1,1,4,3,8,8,0,0.0750377888145109,0.201576333405312,1,100.0,REPEAT / LIKELY ABUSE
u_2433,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,1,1,8,8,0,0.0684517382854675,0.1976894839127618,0,6.008291029210587,SUSPICIOUS
u_1174,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,1,8,8,0,0.0755776290218095,0.1976894839127618,0,3.942503483423041,NEW / GENUINE
u_4027,0,0,0,0,0,0,0,0,0.8,0,0,0,0,1,1,1,0,8,8,0,0.0643489527099978,0.201576333405312,0,1.2000634417129263,NEW / GENUINE
u_2972,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,0,1,0,9,9,0,0.0674800259123299,0.201576333405312,0,1.9692942109436957,NEW / GENUINE
u_6614,3,2,3,1,0,3,1,3,1.0,1,0,1,1,0,0,5,4,9,9,0,0.0736342042755344,0.201576333405312,1,100.0,REPEAT / LIKELY ABUSE
u_4631,0,0,0,0,0,0,0,0,0.72,0,1,1,0,0,0,1,0,9,9,0,0.0723385877780177,0.1976894839127618,0,6.008291029210587,SUSPICIOUS
u_6615,0,0,4,2,0,0,2,4,1.0,0,0,0,0,0,0,5,3,10,10,0,0.0736342042755344,0.201576333405312,1,100.0,REPEAT / LIKELY ABUSE
u_2127,0,0,0,0,0,0,0,0,0.778,0,1,0,0,0,0,1,0,10,10,0,0.0739581083999136,0.2020082055711509,0,1.2000634417129263,NEW / GENUINE
u_2895,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0,1,0,10,10,0,0.0709350032390412,0.201576333405312,0,1.661601903251388,NEW / GENUINE
u_1146,0,0,0,0,0,0,0,0,1.0,0,1,1,0,0,0,1,1,12,12,0,0.0723385877780177,0.1993090045346577,0,5.436862457782015,NEW / GENUINE
u_5659,0,0,0,0,0,0,0,0,0.762,0,1,0,0,0,0,1,0,13,13,0,0.0712589073634204,0.1993090045346577,0,3.2831628240823822,NEW / GENUINE
u_3949,0,0,0,0,0,0,0,0,0.818,0,0,0,0,0,0,1,0,13,13,0,0.0730943640682358,0.1993090045346577,0,1.661601903251388,NEW / GENUINE
u_129,0,0,0,0,0,0,0,0,0.783,0,0,0,0,0,0,1,0,14,14,0,0.071798747570719,0.2020082055711509,0,0.5266631955123295,NEW / GENUINE
u_5351,0,0,0,0,0,0,0,0,0.737,0,0,1,0,0,0,1,0,15,15,0,0.0723385877780177,0.1976894839127618,0,5.258291029210587,NEW / GENUINE
u_1014,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,1,17,17,0,0.0730943640682358,0.2020082055711509,0,0.7876923076923077,NEW / GENUINE
u_583,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,1,1,18,18,0,0.0684517382854675,0.1994169725761174,0,5.258291029210587,NEW / GENUINE
u_1894,0,0,0,0,0,0,0,0,0.762,0,1,1,0,0,0,1,0,18,18,0,0.0730943640682358,0.1993090045346577,0,4.777521798441356,NEW / GENUINE
u_3813,0,0,0,0,0,0,0,0,0.696,0,0,1,0,0,0,1,0,19,19,0,0.0643489527099978,0.1976894839127618,0,5.48729488213716,NEW / GENUINE
u_2511,0,0,0,0,0,0,0,0,0.786,0,1,0,0,0,0,1,0,19,19,0,0.0739581083999136,0.2020082055711509,0,1.2000634417129263,NEW / GENUINE
u_3704,0,0,0,0,0,0,0,0,0.762,0,1,0,0,0,0,1,0,19,19,0,0.0723385877780177,0.2020082055711509,0,1.507755749405234,NEW / GENUINE
u_5507,0,0,0,0,0,0,0,0,0.727,0,0,0,0,0,0,1,0,19,19,0,0.0709350032390412,0.1976894839127618,0,4.642137183056741,NEW / GENUINE
u_4416,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,20,20,0,0.0730943640682358,0.1993090045346577,0,2.5311671206426922,NEW / GENUINE
u_5154,0,0,0,0,0,0,0,0,0.783,0,1,0,0,0,0,1,0,21,21,0,0.0712589073634204,0.1993090045346577,0,4.642137183056741,NEW / GENUINE
u_5515,0,0,0,0,0,0,0,0,0.833,0,1,1,0,0,0,1,0,21,21,0,0.0681278341610883,0.201576333405312,0,4.315983336902894,NEW / GENUINE
u_3812,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,0,1,0,22,22,0,0.0709350032390412,0.1993090045346577,0,4.777521798441356,NEW / GENUINE
u_6400,0,0,0,0,0,0,0,0,0.815,0,1,1,0,0,0,1,0,22,22,0,0.0755776290218095,0.2020082055711509,0,2.82162436254392,NEW / GENUINE
u_2592,0,0,0,0,0,0,0,0,0.696,0,1,0,0,1,1,1,0,0,0,1,0.0730943640682358,0.1994169725761174,0,2.82162436254392,NEW / GENUINE
u_8130,0,0,0,0,0,0,0,0,0.737,1,0,1,0,0,0,1,0,0,0,1,0.0681278341610883,0.1993090045346577,1,100.0,REPEAT / LIKELY ABUSE
u_8131,1,0,1,1,0,1,1,1,0.952,0,1,1,0,0,0,3,4,1,1,1,0.0684517382854675,0.1994169725761174,1,100.0,REPEAT / LIKELY ABUSE
u_1178,0,0,0,0,0,0,0,0,0.9,0,0,1,0,0,0,1,1,1,1,1,0.0684517382854675,0.2020082055711509,0,4.223076919227677,NEW / GENUINE
u_8133,2,1,2,2,1,2,2,2,1.0,0,1,0,0,1,1,3,4,1,1,1,0.0712589073634204,0.1994169725761174,1,100.0,REPEAT / LIKELY ABUSE
u_8132,3,2,3,3,2,3,3,3,0.857,1,0,1,1,0,0,3,4,1,1,1,0.0684517382854675,0.1994169725761174,1,100.0,REPEAT / LIKELY ABUSE
u_3784,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,1,2,2,1,0.0712589073634204,0.201576333405312,0,0.7876923076923077,NEW / GENUINE
u_1699,0,0,0,0,0,0,0,0,0.737,0,1,0,0,0,0,1,0,4,4,1,0.0709350032390412,0.2020082055711509,0,1.507755749405234,NEW / GENUINE
u_5663,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,0,1,0,4,4,1,0.0739581083999136,0.201576333405312,0,1.2000634417129263,NEW / GENUINE
u_6453,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,1,4,4,1,0.0755776290218095,0.1994169725761174,0,2.975470516390074,NEW / GENUINE
u_573,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0,1,0,4,4,1,0.071798747570719,0.1994169725761174,0,1.9692942109436957,NEW / GENUINE
u_4634,0,0,0,0,0,0,0,0,0.727,0,0,1,0,0,0,1,0,5,5,1,0.0736342042755344,0.1994169725761174,0,4.180598721518279,NEW / GENUINE
u_8134,4,0,4,4,0,4,4,4,1.0,0,1,0,0,1,1,3,4,5,5,1,0.0736342042755344,0.1994169725761174,1,100.0,REPEAT / LIKELY ABUSE
u_5590,0,0,0,0,0,0,0,0,0.818,0,1,0,0,0,0,1,0,6,6,0,0.0709350032390412,0.201576333405312,0,1.661601903251388,NEW / GENUINE
u_1122,0,0,0,0,0,0,0,0,0.833,0,1,1,0,0,0,1,0,7,7,0,0.071798747570719,0.1994169725761174,0,3.942503483423041,NEW / GENUINE
u_1303,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,7,7,0,0.0712589073634204,0.1976894839127618,0,3.942503483423041,NEW / GENUINE
u_1428,0,0,0,0,0,0,0,0,0.783,0,0,0,0,0,0,1,0,7,7,0,0.0674800259123299,0.201576333405312,0,1.2859348916712057,NEW / GENUINE
u_1106,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0,1,0,8,8,0,0.0739581083999136,0.201576333405312,0,1.2000634417129263,NEW / GENUINE
u_1157,0,0,0,0,0,0,0,0,0.833,0,0,0,0,0,0,1,0,9,9,0,0.0730943640682358,0.1976894839127618,0,3.634811175730733,NEW / GENUINE
u_17,0,0,0,0,0,0,0,0,0.762,0,0,0,0,0,0,1,0,10,10,0,0.0739581083999136,0.1994169725761174,0,2.975470516390074,NEW / GENUINE
u_1517,0,0,0,0,0,0,0,0,0.75,0,1,1,0,0,0,1,0,10,10,0,0.0681278341610883,0.201576333405312,0,4.6994006624063696,NEW / GENUINE
u_6437,0,0,0,0,0,0,0,0,0.706,0,0,1,0,0,0,1,0,10,10,0,0.0723385877780177,0.1994169725761174,0,4.642137183056741,NEW / GENUINE
u_8945,0,0,0,0,0,0,0,0,0.737,1,0,1,1,0,0,1,0,11,11,0,0.0674800259123299,0.2020082055711509,1,100.0,REPEAT / LIKELY ABUSE
u_8947,0,0,1,0,0,0,0,1,1.0,1,0,0,0,0,0,3,2,11,11,0,0.0674800259123299,0.2020082055711509,1,100.0,REPEAT / LIKELY ABUSE
u_4571,0,0,0,0,0,0,0,0,0.696,0,0,0,0,0,0,1,0,11,11,0,0.0755776290218095,0.1994169725761174,0,3.2831628240823822,NEW / GENUINE
u_4853,0,0,0,0,0,0,0,0,0.818,0,1,0,0,0,0,1,0,11,11,0,0.0684517382854675,0.201576333405312,0,1.661601903251388,NEW / GENUINE
u_8949,1,0,2,0,0,1,0,2,1.0,0,1,1,1,0,0,5,3,12,12,0,0.0674800259123299,0.2020082055711509,1,100.0,REPEAT / LIKELY ABUSE
u_8946,2,0,3,1,0,2,1,3,0.762,0,1,1,1,0,0,6,3,12,12,0,0.0674800259123299,0.2020082055711509,1,100.0,REPEAT / LIKELY ABUSE
u_5939,0,0,0,0,0,0,0,0,0.762,0,1,0,0,1,1,1,0,12,12,0,0.0739581083999136,0.2020082055711509,0,2.2062397471593047,NEW / GENUINE
u_8948,0,1,4,0,0,0,0,4,0.762,0,1,1,0,0,0,6,1,13,13,0,0.0674800259123299,0.2020082055711509,1,100.0,REPEAT / LIKELY ABUSE
u_4981,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0,1,0,13,13,0,0.071798747570719,0.201576333405312,0,1.2000634417129263,NEW / GENUINE
u_3510,0,0,0,0,0,0,0,0,0.762,0,1,0,0,0,0,1,0,14,14,0,0.0730943640682358,0.1976894839127618,0,5.436862457782015,NEW / GENUINE
u_5745,0,0,0,0,0,0,0,0,0.727,0,1,1,0,0,0,1,0,15,15,0,0.071798747570719,0.2020082055711509,0,3.383497272242917,NEW / GENUINE
u_4476,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1,0,16,16,0,0.0712589073634204,0.1993090045346577,0,1.9692942109436957,NEW / GENUINE
u_2411,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,1,1,17,17,0,0.071798747570719,0.201576333405312,0,3.2831628240823822,NEW / GENUINE
u_3143,0,0,0,0,0,0,0,0,0.833,0,0,0,0,0,0,1,0,17,17,0,0.0712589073634204,0.1994169725761174,0,1.9692942109436957,NEW / GENUINE
u_1749,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,1,1,17,17,0,0.0730943640682358,0.2020082055711509,0,3.2831628240823822,NEW / GENUINE
u_7153,0,0,0,0,0,0,0,0,0.7,0,1,1,1,0,0,1,0,19,19,0,0.071798747570719,0.1994169725761174,1,100.0,REPEAT / LIKELY ABUSE
u_4905,0,0,0,0,0,0,0,0,0.818,0,0,0,0,0,0,1,0,19,19,0,0.0684517382854675,0.201576333405312,0,1.2000634417129263,NEW / GENUINE
u_2264,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,1,1,19,19,0,0.0739581083999136,0.1994169725761174,0,4.325804964550609,NEW / GENUINE
u_3781,0,0,0,0,0,0,0,0,0.769,0,1,0,0,0,0,1,0,19,19,0,0.0681278341610883,0.2020082055711509,0,1.507755749405234,NEW / GENUINE
